1.481358891910000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358892110000000e+12,3.742000000000000000e+03,2.000000000000000000e+00
1.481358892310000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358892513000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358892712000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358892912000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358893114000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358893315000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358893515000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358893719000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358893917000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358894118000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358894318000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358894520000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358894722000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358894921000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358895121000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358895321000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358895521000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358895723000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358895923000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358896123000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358896325000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358896524000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358896724000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358896925000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358897128000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358897328000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358897529000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358897728000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358897930000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358898129000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358898330000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358898531000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358898732000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358898931000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358899132000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358899332000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358899534000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358899740000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358899934000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358900131000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358900334000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358900536000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358900735000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358900937000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358901138000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
1.481358901339000000e+12,1.687000000000000000e+03,2.000000000000000000e+00
