1.481358514743000000e+12,4.083000000000000000e+03,1.000000000000000000e+00
1.481358514943000000e+12,4.080000000000000000e+03,1.000000000000000000e+00
1.481358515143000000e+12,4.103000000000000000e+03,1.000000000000000000e+00
1.481358515344000000e+12,4.104000000000000000e+03,1.000000000000000000e+00
1.481358515545000000e+12,4.070000000000000000e+03,1.000000000000000000e+00
1.481358515746000000e+12,4.070000000000000000e+03,1.000000000000000000e+00
1.481358515947000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358516147000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358516348000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358516548000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358516749000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358516950000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358517151000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358517353000000e+12,4.078000000000000000e+03,1.000000000000000000e+00
1.481358517552000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358517754000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358517954000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358518156000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358518355000000e+12,4.078000000000000000e+03,1.000000000000000000e+00
1.481358518557000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358518757000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358518958000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358519157000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358519358000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358519558000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358519759000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358519962000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358520162000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358520363000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358520563000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358520762000000e+12,4.078000000000000000e+03,1.000000000000000000e+00
1.481358520964000000e+12,4.070000000000000000e+03,1.000000000000000000e+00
1.481358521166000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358521367000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358521567000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358521767000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358521968000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358522169000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358522370000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358522570000000e+12,4.070000000000000000e+03,1.000000000000000000e+00
1.481358522770000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358522970000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358523172000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358523372000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358523572000000e+12,4.078000000000000000e+03,1.000000000000000000e+00
1.481358523772000000e+12,4.070000000000000000e+03,1.000000000000000000e+00
1.481358523973000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358524174000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358524374000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358524576000000e+12,4.084000000000000000e+03,1.000000000000000000e+00
1.481358524776000000e+12,4.091000000000000000e+03,1.000000000000000000e+00
1.481358524979000000e+12,4.070000000000000000e+03,1.000000000000000000e+00
1.481358525178000000e+12,4.078000000000000000e+03,1.000000000000000000e+00
1.481358525377000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358525578000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358525780000000e+12,4.078000000000000000e+03,1.000000000000000000e+00
1.481358525981000000e+12,4.078000000000000000e+03,1.000000000000000000e+00
1.481358526182000000e+12,4.098000000000000000e+03,1.000000000000000000e+00
1.481358526382000000e+12,4.078000000000000000e+03,1.000000000000000000e+00
